QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
67d4ef45-3143-4bf9-80d6-e19a883787a8	332	724	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	6	False	False	350	730	1
97a3d5b5-79c6-49a8-9f20-a2b932727696	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
7f1379c1-e22c-4f1d-b462-3182ecbf9baf	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
05dc8370-8264-4328-bbb0-b8ab212a4232	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
4aec8dc5-e871-4444-8a24-04e531d2f137	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
5f071b6f-6599-4dc3-9a49-9de8123d5de9	332	711	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	19	False	False	350	730	1
8c8d8d6a-e7c2-40f8-8016-7e350efd224d	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
728086c2-c080-4117-80fe-56ff73444d98	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
65f62e5c-d588-4635-b2b1-10a7f8e45402	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
b539e56c-257f-4e5c-b48f-05f7dbc0dfe0	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
6a8526d5-ff0f-493f-b51c-613025834ba4	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
af58c806-8d10-41d4-94c0-1d68890fc1dd	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
ebefd74a-9c6d-4877-be9c-e23f42aa9061	332	712	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	18	False	False	350	730	1
81652743-0b23-4492-b17e-0c17d0a7874f	332	713	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	17	False	False	350	730	1
e0de07a8-b4a7-4535-82df-b8de449aed22	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
ae3024f6-3ad0-42ae-9a60-6d28e9a38292	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
072d45a2-3d53-41c4-8218-ed27b78950b3	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
31113c08-4333-463c-b145-b1b0aaa898d9	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
33098182-17b9-4330-a8f3-8c3e7858d282	332	722	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	8	False	False	350	730	1
6210a96e-2896-48c1-b1ae-ef6882a6556b	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
e2ef1a86-da5b-4283-b0e6-8867a67c9d18	332	712	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	18	False	False	350	730	1
fb77f7bf-d09c-48a9-a64e-49901ca12fc4	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
cbfb8830-dcb8-4cf1-9edf-85e19cc054e2	332	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	18	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
0f501286-66a7-4a1e-ad14-6266a1c64ebd	333	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	17	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
34829c21-1e78-4c24-bdfc-ad012ca6a82c	333	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	17	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
111d359f-9d81-4c6a-995e-6c6fa22b1620	333	720	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	17	Ebov-DRC_2_RIGHT	10	False	False	350	730	1
daf4f49b-4ed5-47e5-8f23-bc3f9bcef6e5	333	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	17	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
97cdd229-dc0b-489b-8403-c8880d8b33c2	336	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	14	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
1fbef01f-0fc8-43b8-9278-dbc00bb6890e	337	714	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	16	False	False	350	730	1
d0b102e0-48cb-4252-9e13-280d971a91f8	337	720	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	10	False	False	350	730	1
b1c4e283-ca70-4210-aca0-cb033dacb681	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
7c73720b-70df-4186-a3a3-80e4fc5488e7	337	698	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	32	False	False	350	730	1
f0423670-c470-498b-a145-4eb77df82c81	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
c41ff00f-2b26-490e-a603-1e9b2878e7e4	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
6b86a38c-744e-4ad1-99a2-baf8dd0d2788	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
dfdd1622-2b4e-4097-8b9a-17183d35065e	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
2b811c85-1a97-4a57-b630-9de674ac8df1	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
1c21cf49-df3a-4aa7-841f-cb1d1a2a9740	337	704	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	26	False	False	350	730	1
aa89d967-bac5-4f37-84fd-096c77843f99	337	714	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	16	False	False	350	730	1
a30998cc-93de-4280-84ec-399c33386e27	337	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	13	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
60f3b68b-7df7-4b6d-8617-41ba35ea65b7	338	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	12	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
aaf52471-ddda-4637-8197-5cfbb15d5464	338	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	12	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
86084a33-a65f-4e13-99b4-15c48896abc9	340	719	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	10	Ebov-DRC_2_RIGHT	11	False	False	350	730	1
693f608c-bb1e-4a32-86f6-25797bd00a19	342	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	8	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
3cbf5e1f-7343-4b3b-8c9d-a6d178c4a4c1	342	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	8	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
3c34a816-04c9-470d-b7de-f1cb1c88b505	342	722	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	8	Ebov-DRC_2_RIGHT	8	False	False	350	730	1
059671f9-d118-4431-b0b6-d13f944b2f60	343	709	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	7	Ebov-DRC_2_RIGHT	21	False	False	350	730	1
2812af75-7fe7-4c58-b5f4-42ab64e12c40	349	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	1	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
6e4723b1-9cc0-41e1-a9eb-88d7c196cce2	355	721	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	5	Ebov-DRC_2_RIGHT	9	False	False	350	730	1
3a155cde-11d7-4f2e-bd45-7980cc30cdd6	356	719	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	6	Ebov-DRC_2_RIGHT	11	False	False	350	730	1
aab54a07-de8f-42ff-9d25-729d976f0c60	359	721	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	9	Ebov-DRC_2_RIGHT	9	False	False	350	730	1
56f13bb0-d0fe-4f47-9449-b6557c4bfd65	359	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	9	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
7d5f39bc-f60d-4e2a-9054-9bf9599afd2b	382	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	32	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
04cd1e87-78e8-4d03-a737-94926d3d71a3	398	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	48	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
57e44441-544e-4144-a701-993bca7fa05f	410	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	60	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
2f0b8949-0a05-4618-96d8-737471b7e2ab	476	720	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	126	Ebov-DRC_2_RIGHT	10	False	False	350	730	1
4934cec0-83d1-4a9b-b456-2129eb6134fd	480	725	Ebov-DRC_2_LEFT_Ebov-DRC_2_RIGHT	Ebov-DRC_2_LEFT	130	Ebov-DRC_2_RIGHT	5	False	False	350	730	1
c20f2732-84a4-4185-8d31-180a294f087a	638	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	27	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
b1c3f72d-ca80-419d-a1a8-a1e0ab1b32f0	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
d66fb148-ac86-482d-87ff-8244d512aba6	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
e0ef1505-7e13-4c46-8e0b-dcad2b29958e	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
8b9ac565-c9e3-4341-8160-0c5cdc7f2f09	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
2ce69bc5-024d-4110-b439-3eb9244f8a2d	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
df1b74fb-2ec4-4191-95ed-7dfbb46083a6	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
18641aa4-30b2-4136-9f3a-0abcc7465d6d	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
7f5ffbf6-969f-43d6-8c49-7c2a0e458d1f	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
b02f7fda-1c56-4f15-b44d-1afd205c2447	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
6ef4c1a7-3691-409d-a7d0-d0865aa7653c	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
2b5a6a24-4117-4f4f-aafe-fc2ea5e16ad8	640	1004	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	51	False	False	665	1055	1
4b6f969d-cbf9-448d-964e-e82e14c07c59	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
013d40de-aacd-4172-aeee-05b3dcb140d1	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
b8bdcba7-313e-4853-a50a-39d6e57bc05e	640	1005	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	50	False	False	665	1055	1
3741f3c5-c459-4398-b3e0-2c08120937ba	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
4bdfa034-27c4-43a0-8f28-27281b420ad7	640	1018	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	37	False	False	665	1055	1
61e63859-5f05-4e52-991f-f3086bf6523d	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
2aeca0dc-8273-44d4-84c4-5232d72a5984	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
0b5110ea-65e8-49a5-bf11-e7c7f930938a	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
ff9ab37b-5909-4790-8310-f93de7202d17	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
d12f384a-6256-4bb4-8285-f053f39d84b0	640	1012	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	43	False	False	665	1055	1
f0f5149c-76f5-423f-8291-398996cf015f	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
ce9fe9e0-5405-45b6-a00e-3f30529d56f5	640	1018	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	37	False	False	665	1055	1
672b9864-0a6f-474b-8b5f-aa879c025d14	640	1007	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	48	False	False	665	1055	1
f30d71fa-9ae8-45de-bcd2-3166b2d5697d	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
3195bbeb-5d78-4200-bccc-87f1171f57c7	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
eb7471cd-d8bc-4b1c-959a-ea5411744f2e	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
f4b64977-e4d4-442c-8495-7d16ebb01eb4	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
7485a03a-f096-4023-8b1a-77b8e69165ab	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
69d1824f-b16c-461c-a7ec-71322821275a	640	1000	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	55	False	False	665	1055	1
78999a3b-de21-46da-90f9-85fa97e57ba6	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
1c049978-07ab-4de8-bedb-1a215aef3149	640	987	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	68	False	False	665	1055	1
55f2a7a1-ffd8-408a-8b10-cb2ba7916ed8	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
7e659cbe-29a2-4f46-8300-5ca738444c21	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
755a55f1-6862-4f70-8823-4c7a5eaae64f	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
fc03e574-4c2d-460d-bb0c-c9f3cd0f5530	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
e405957d-bdff-4690-8819-9c8868177d73	640	1016	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	39	False	False	665	1055	1
2cc4d0e2-ea98-4e27-adea-fc97a22ee9f8	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
1ffcc469-64aa-477e-af18-cda460d74a02	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
ee20dd19-796f-4533-b339-c23d0851c13f	640	1005	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	50	False	False	665	1055	1
9502ded5-c2ea-400a-9ed0-024f54d66d0e	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
02b749c8-1481-4300-aae8-00eb92816dc7	640	1015	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	40	False	False	665	1055	1
b48c4733-5ae2-449e-a60d-4018969d8c62	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
3876dfe8-a284-4706-8aca-04c9056ce474	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
0e2210cf-5080-4822-8f68-2e230182c54b	640	1020	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	35	False	False	665	1055	1
1457c54d-0dae-49ff-beed-242445fa284e	640	1018	Ebov-DRC_3_LEFT_Ebov-DRC_3_RIGHT	Ebov-DRC_3_LEFT	25	Ebov-DRC_3_RIGHT	37	False	False	665	1055	1
